datarepo_row_id,project_id,funded_by,generated_dataset_id,principal_investigator,title,registered_identifier,source_datarepo_row_ids
6c785b22-bb29-4501-bb4e-941f87b946ba,198d28c9-fafd-43a4-decc-18add929e6b4,[],['b9dbc574-287b-031d-6607-024e89219d81'],[],Center for Mendelian Genomics [CMG] - Yale University Center for Mendelian Genomics,['phs000744'],['workspace_attributes:ae5f1e1e-1b22-4b1b-950d-6855764bcb48']
